estacion_nombre,fecha,temperatura_inst,temperatura_max,temperatura_min,humedad_inst,precipitacion_hora,precipitacion_dia,nivel_inst_m,nivel_med_m,bateria_v
Pampilla,2025-08-02 18:00:00,12.2,13.4,11.0,20.4,0.0,0.0,,,12.4
Pampilla,2025-08-02 19:00:00,10.4,11.6,9.2,25.8,0.0,0.0,,,12.44
Pampilla,2025-08-02 20:00:00,8.6,9.8,7.4,30.3,0.0,0.0,,,12.44
Pampilla,2025-08-02 21:00:00,6.3,7.5,5.1,38.3,0.0,0.0,,,12.43
Pampilla,2025-08-02 22:00:00,4.5,5.7,3.3,38.1,0.0,0.0,,,12.35
Pampilla,2025-08-02 23:00:00,2.9,4.1,1.7,44.4,0.0,0.0,,,12.42
Pampilla,2025-08-03 00:00:00,1.2,2.4,0.0,48.7,0.0,0.0,,,12.45
Pampilla,2025-08-03 01:00:00,0.1,1.3,-1.1,50.1,0.0,0.0,,,12.39
Pampilla,2025-08-03 02:00:00,-0.8,0.4,-2.0,50.5,0.0,0.0,,,12.45
Pampilla,2025-08-03 03:00:00,-0.9,0.3,-2.1,51.9,0.0,0.0,,,12.44
Pampilla,2025-08-03 04:00:00,-0.3,0.9,-1.5,53.6,0.0,0.0,,,12.36
Pampilla,2025-08-03 05:00:00,0.2,1.4,-1.0,53.2,0.0,0.0,,,12.38
Pampilla,2025-08-03 06:00:00,0.7,1.9,-0.5,52.6,0.0,0.0,,,12.41
Pampilla,2025-08-03 07:00:00,3.1,4.3,1.9,46.9,0.0,0.0,,,12.62
Pampilla,2025-08-03 08:00:00,4.6,5.8,3.4,41.7,0.0,0.0,,,12.92
Pampilla,2025-08-03 09:00:00,6.2,7.4,5.0,32.1,0.0,0.0,,,13.09
Pampilla,2025-08-03 10:00:00,8.0,9.2,6.8,31.2,0.0,0.0,,,13.27
Pampilla,2025-08-03 11:00:00,9.9,11.1,8.7,26.5,0.0,0.0,,,13.34
Pampilla,2025-08-03 12:00:00,11.5,12.7,10.3,17.6,0.0,0.0,,,13.42
Pampilla,2025-08-03 13:00:00,13.4,14.6,12.2,15.5,0.0,0.0,,,13.36
Pampilla,2025-08-03 14:00:00,13.4,14.6,12.2,16.2,0.0,0.0,,,13.31
Pampilla,2025-08-03 15:00:00,13.6,14.8,12.4,15.1,0.0,0.0,,,13.12
Pampilla,2025-08-03 16:00:00,13.3,14.5,12.1,19.6,0.0,0.0,,,12.88
Pampilla,2025-08-03 17:00:00,12.9,14.1,11.7,16.7,0.0,0.0,,,12.69
Pampilla,2025-08-03 18:00:00,12.1,13.3,10.9,16.9,0.0,0.0,,,12.44
Pampilla,2025-08-03 19:00:00,9.7,10.9,8.5,25.5,0.0,0.0,,,12.42
Pampilla,2025-08-03 20:00:00,8.1,9.3,6.9,30.9,0.0,0.0,,,12.4
Pampilla,2025-08-03 21:00:00,6.1,7.3,4.9,33.1,0.0,0.0,,,12.38
Pampilla,2025-08-03 22:00:00,4.4,5.6,3.2,39.7,0.0,0.0,,,12.4
Pampilla,2025-08-03 23:00:00,2.8,4.0,1.6,41.1,0.0,0.0,,,12.43
Pampilla,2025-08-04 00:00:00,0.7,1.9,-0.5,51.0,0.0,0.0,,,12.45
Pampilla,2025-08-04 01:00:00,0.0,1.2,-1.2,48.5,0.0,0.0,,,12.45
Pampilla,2025-08-04 02:00:00,-0.3,0.9,-1.5,50.4,0.0,0.0,,,12.38
Pampilla,2025-08-04 03:00:00,-0.5,0.7,-1.7,58.4,0.0,0.0,,,12.42
Pampilla,2025-08-04 04:00:00,-0.6,0.6,-1.8,50.6,0.0,0.0,,,12.38
Pampilla,2025-08-04 05:00:00,0.4,1.6,-0.8,51.1,0.0,0.0,,,12.38
Pampilla,2025-08-04 06:00:00,1.1,2.3,-0.1,47.2,0.0,0.0,,,12.43
Pampilla,2025-08-04 07:00:00,3.2,4.4,2.0,41.1,0.0,0.0,,,12.69
Pampilla,2025-08-04 08:00:00,4.4,5.6,3.2,36.3,0.0,0.0,,,12.88
Pampilla,2025-08-04 09:00:00,6.9,8.1,5.7,31.2,0.0,0.0,,,13.13
Pampilla,2025-08-04 10:00:00,8.0,9.2,6.8,30.5,0.0,0.0,,,13.29
Pampilla,2025-08-04 11:00:00,10.6,11.8,9.4,24.7,0.0,0.0,,,13.39
Pampilla,2025-08-04 12:00:00,11.8,13.0,10.6,17.2,0.0,0.0,,,13.4
Pampilla,2025-08-04 13:00:00,13.4,14.6,12.2,13.9,0.0,0.0,,,13.34
Pampilla,2025-08-04 14:00:00,13.2,14.4,12.0,13.5,0.0,0.0,,,13.27
Pampilla,2025-08-04 15:00:00,13.9,15.1,12.7,16.4,0.0,0.0,,,13.1
Pampilla,2025-08-04 16:00:00,13.5,14.7,12.3,18.6,0.0,0.0,,,12.94
Pampilla,2025-08-04 17:00:00,13.1,14.3,11.9,14.5,0.0,0.0,,,12.66
Pampilla,2025-08-04 18:00:00,11.8,13.0,10.6,24.6,0.0,0.0,,,12.39
Pampilla,2025-08-04 19:00:00,10.2,11.4,9.0,28.1,0.0,0.0,,,12.36
Pampilla,2025-08-04 20:00:00,8.6,9.8,7.4,28.3,0.0,0.0,,,12.36
Pampilla,2025-08-04 21:00:00,6.4,7.6,5.2,37.3,0.0,0.0,,,12.37
Pampilla,2025-08-04 22:00:00,4.6,5.8,3.4,37.3,0.0,0.0,,,12.39
Pampilla,2025-08-04 23:00:00,2.8,4.0,1.6,47.5,0.0,0.0,,,12.38
Pampilla,2025-08-05 00:00:00,1.0,2.2,-0.2,48.2,0.0,0.0,,,12.45
Pampilla,2025-08-05 01:00:00,-0.4,0.8,-1.6,53.8,0.0,0.0,,,12.36
Pampilla,2025-08-05 02:00:00,-1.2,0.0,-2.4,51.9,0.0,0.0,,,12.35
Pampilla,2025-08-05 03:00:00,-1.1,0.1,-2.3,58.2,0.0,0.0,,,12.44
Pampilla,2025-08-05 04:00:00,-1.2,0.0,-2.4,51.5,0.0,0.0,,,12.35
Pampilla,2025-08-05 05:00:00,-0.1,1.1,-1.3,50.4,0.0,0.0,,,12.37
Pampilla,2025-08-05 06:00:00,1.5,2.7,0.3,46.7,0.0,0.0,,,12.4
Pampilla,2025-08-05 07:00:00,2.9,4.1,1.7,43.6,0.0,0.0,,,12.66
Pampilla,2025-08-05 08:00:00,4.6,5.8,3.4,40.8,0.0,0.0,,,12.88
Pampilla,2025-08-05 09:00:00,6.2,7.4,5.0,34.4,0.0,0.0,,,13.14
Pampilla,2025-08-05 10:00:00,8.5,9.7,7.3,27.8,0.0,0.0,,,13.24
Pampilla,2025-08-05 11:00:00,10.2,11.4,9.0,23.8,0.0,0.0,,,13.34
Pampilla,2025-08-05 12:00:00,12.0,13.2,10.8,23.5,0.0,0.0,,,13.4
Pampilla,2025-08-05 13:00:00,13.3,14.5,12.1,21.1,0.0,0.0,,,13.38
Pampilla,2025-08-05 14:00:00,14.1,15.3,12.9,14.4,0.0,0.0,,,13.24
Pampilla,2025-08-05 15:00:00,14.1,15.3,12.9,18.2,0.0,0.0,,,13.12
Pampilla,2025-08-05 16:00:00,13.8,15.0,12.6,12.1,0.0,0.0,,,12.9
Pampilla,2025-08-05 17:00:00,13.3,14.5,12.1,16.3,0.0,0.0,,,12.63
Pampilla,2025-08-05 18:00:00,12.1,13.3,10.9,16.9,0.0,0.0,,,12.41
Pampilla,2025-08-05 19:00:00,10.2,11.4,9.0,23.1,0.0,0.0,,,12.37
Pampilla,2025-08-05 20:00:00,7.9,9.1,6.7,32.0,0.0,0.0,,,12.36
Pampilla,2025-08-05 21:00:00,6.2,7.4,5.0,38.2,0.0,0.0,,,12.4
Pampilla,2025-08-05 22:00:00,4.8,6.0,3.6,37.3,0.0,0.0,,,12.45
Pampilla,2025-08-05 23:00:00,2.5,3.7,1.3,44.9,0.0,0.0,,,12.4
Pampilla,2025-08-06 00:00:00,1.4,2.6,0.2,46.5,0.0,0.0,,,12.39
Pampilla,2025-08-06 01:00:00,-0.2,1.0,-1.4,50.2,0.0,0.0,,,12.43
Pampilla,2025-08-06 02:00:00,-0.9,0.3,-2.1,56.3,0.0,0.0,,,12.43
Pampilla,2025-08-06 03:00:00,-1.4,-0.2,-2.6,55.0,0.0,0.0,,,12.43
Pampilla,2025-08-06 04:00:00,-0.6,0.6,-1.8,58.0,0.0,0.0,,,12.38
Pampilla,2025-08-06 05:00:00,0.2,1.4,-1.0,50.0,0.0,0.0,,,12.39
Pampilla,2025-08-06 06:00:00,1.5,2.7,0.3,52.3,0.0,0.0,,,12.39
Pampilla,2025-08-06 07:00:00,3.0,4.2,1.8,47.2,0.0,0.0,,,12.64
Pampilla,2025-08-06 08:00:00,5.0,6.2,3.8,41.5,0.0,0.0,,,12.95
Pampilla,2025-08-06 09:00:00,7.0,8.2,5.8,31.0,0.0,0.0,,,13.06
Pampilla,2025-08-06 10:00:00,8.2,9.4,7.0,32.6,0.0,0.0,,,13.24
Pampilla,2025-08-06 11:00:00,10.1,11.3,8.9,23.4,0.0,0.0,,,13.41
Pampilla,2025-08-06 12:00:00,11.4,12.6,10.2,19.9,0.0,0.0,,,13.37
Pampilla,2025-08-06 13:00:00,13.1,14.3,11.9,14.4,0.0,0.0,,,13.38
Pampilla,2025-08-06 14:00:00,13.4,14.6,12.2,13.3,0.0,0.0,,,13.26
Pampilla,2025-08-06 15:00:00,14.2,15.4,13.0,18.5,0.0,0.0,,,13.14
Pampilla,2025-08-06 16:00:00,14.1,15.3,12.9,13.4,0.0,0.0,,,12.89
Pampilla,2025-08-06 17:00:00,13.0,14.2,11.8,16.5,0.0,0.0,,,12.68
Pampilla,2025-08-06 18:00:00,11.9,13.1,10.7,19.1,0.0,0.0,,,12.4
Pampilla,2025-08-06 19:00:00,10.6,11.8,9.4,24.9,0.0,0.0,,,12.41
Pampilla,2025-08-06 20:00:00,8.3,9.5,7.1,32.0,0.0,0.0,,,12.37
Pampilla,2025-08-06 21:00:00,6.1,7.3,4.9,31.5,0.0,0.0,,,12.39
Pampilla,2025-08-06 22:00:00,4.8,6.0,3.6,39.4,0.0,0.0,,,12.36
Pampilla,2025-08-06 23:00:00,3.0,4.2,1.8,41.7,0.0,0.0,,,12.43
Pampilla,2025-08-07 00:00:00,0.8,2.0,-0.4,48.5,0.0,0.0,,,12.38
Pampilla,2025-08-07 01:00:00,0.4,1.6,-0.8,50.0,0.0,0.0,,,12.38
Pampilla,2025-08-07 02:00:00,-0.6,0.6,-1.8,57.8,0.0,0.0,,,12.38
Pampilla,2025-08-07 03:00:00,-0.7,0.5,-1.9,54.4,0.0,0.0,,,12.4
Pampilla,2025-08-07 04:00:00,-1.0,0.2,-2.2,57.9,0.0,0.0,,,12.41
Pampilla,2025-08-07 05:00:00,-0.4,0.8,-1.6,52.2,0.0,0.0,,,12.38
Pampilla,2025-08-07 06:00:00,0.7,1.9,-0.5,51.9,0.0,0.0,,,12.44
Pampilla,2025-08-07 07:00:00,2.3,3.5,1.1,44.6,0.0,0.0,,,12.67
Pampilla,2025-08-07 08:00:00,5.0,6.2,3.8,39.4,0.0,0.0,,,12.85
Pampilla,2025-08-07 09:00:00,6.9,8.1,5.7,34.0,0.0,0.0,,,13.12
Pampilla,2025-08-07 10:00:00,8.5,9.7,7.3,27.7,0.0,0.0,,,13.23
Pampilla,2025-08-07 11:00:00,10.2,11.4,9.0,27.8,0.0,0.0,,,13.4
Pampilla,2025-08-07 12:00:00,11.4,12.6,10.2,19.4,0.0,0.0,,,13.43
Pampilla,2025-08-07 13:00:00,13.5,14.7,12.3,16.4,0.0,0.0,,,13.32
Pampilla,2025-08-07 14:00:00,13.9,15.1,12.7,16.5,0.0,0.0,,,13.24
Pampilla,2025-08-07 15:00:00,14.0,15.2,12.8,12.5,2.0,2.0,,,13.15
Pampilla,2025-08-07 16:00:00,13.6,14.8,12.4,14.2,0.0,2.0,,,12.89
Pampilla,2025-08-07 17:00:00,13.1,14.3,11.9,14.4,0.0,2.0,,,12.65
Pampilla,2025-08-07 18:00:00,11.5,12.7,10.3,17.8,0.0,2.0,,,12.42
Pampilla,2025-08-07 19:00:00,10.1,11.3,8.9,23.9,0.0,2.0,,,12.42
Pampilla,2025-08-07 20:00:00,8.6,9.8,7.4,29.6,0.0,2.0,,,12.43
Pampilla,2025-08-07 21:00:00,6.7,7.9,5.5,35.7,0.0,2.0,,,12.38
Pampilla,2025-08-07 22:00:00,4.9,6.1,3.7,42.7,0.0,2.0,,,12.43
Pampilla,2025-08-07 23:00:00,2.8,4.0,1.6,47.8,0.0,2.0,,,12.44
Pampilla,2025-08-08 00:00:00,0.9,2.1,-0.3,46.7,0.0,0.0,,,12.37
Pampilla,2025-08-08 01:00:00,0.3,1.5,-0.9,54.0,0.0,0.0,,,12.41
Pampilla,2025-08-08 02:00:00,-1.2,0.0,-2.4,51.5,0.0,0.0,,,12.42
Pampilla,2025-08-08 03:00:00,-0.5,0.7,-1.7,55.7,0.0,0.0,,,12.39
Pampilla,2025-08-08 04:00:00,-0.9,0.3,-2.1,57.8,0.0,0.0,,,12.41
Pampilla,2025-08-08 05:00:00,0.5,1.7,-0.7,54.7,0.0,0.0,,,12.37
Pampilla,2025-08-08 06:00:00,1.2,2.4,0.0,50.0,0.0,0.0,,,12.42
Pampilla,2025-08-08 07:00:00,2.8,4.0,1.6,45.3,0.0,0.0,,,12.64
Pampilla,2025-08-08 08:00:00,4.8,6.0,3.6,40.9,0.0,0.0,,,12.86
Pampilla,2025-08-08 09:00:00,6.5,7.7,5.3,32.2,0.0,0.0,,,13.14
Pampilla,2025-08-08 10:00:00,8.9,10.1,7.7,28.5,0.0,0.0,,,13.3
Pampilla,2025-08-08 11:00:00,10.2,11.4,9.0,26.6,0.0,0.0,,,13.36
Pampilla,2025-08-08 12:00:00,12.3,13.5,11.1,22.9,0.0,0.0,,,13.39
Pampilla,2025-08-08 13:00:00,13.0,14.2,11.8,21.3,0.0,0.0,,,13.35
Pampilla,2025-08-08 14:00:00,14.2,15.4,13.0,15.0,0.0,0.0,,,13.31
Pampilla,2025-08-08 15:00:00,14.5,15.7,13.3,14.4,0.0,0.0,,,13.11
Pampilla,2025-08-08 16:00:00,13.6,14.8,12.4,13.3,0.0,0.0,,,12.86
Pampilla,2025-08-08 17:00:00,12.6,13.8,11.4,16.6,0.0,0.0,,,12.7
Pampilla,2025-08-08 18:00:00,12.2,13.4,11.0,22.4,0.0,0.0,,,12.42
Pampilla,2025-08-08 19:00:00,10.0,11.2,8.8,21.1,0.0,0.0,,,12.36
Pampilla,2025-08-08 20:00:00,8.8,10.0,7.6,26.1,0.0,0.0,,,12.41
Pampilla,2025-08-08 21:00:00,6.9,8.1,5.7,38.6,0.0,0.0,,,12.43
Pampilla,2025-08-08 22:00:00,4.3,5.5,3.1,44.0,0.0,0.0,,,12.38
Pampilla,2025-08-08 23:00:00,2.6,3.8,1.4,43.9,0.0,0.0,,,12.37
Pampilla,2025-08-09 00:00:00,1.2,2.4,0.0,52.2,0.0,0.0,,,12.43
Pampilla,2025-08-09 01:00:00,-0.2,1.0,-1.4,49.4,0.0,0.0,,,12.39
Pampilla,2025-08-09 02:00:00,-0.2,1.0,-1.4,57.9,0.0,0.0,,,12.41
Pampilla,2025-08-09 03:00:00,-1.0,0.2,-2.2,53.6,0.0,0.0,,,12.39
Pampilla,2025-08-09 04:00:00,-1.1,0.1,-2.3,56.4,0.0,0.0,,,12.4
Pampilla,2025-08-09 05:00:00,0.3,1.5,-0.9,50.4,0.0,0.0,,,12.38
Pampilla,2025-08-09 06:00:00,0.8,2.0,-0.4,48.9,0.0,0.0,,,12.38
Pampilla,2025-08-09 07:00:00,2.7,3.9,1.5,41.0,0.0,0.0,,,12.64
Pampilla,2025-08-09 08:00:00,5.1,6.3,3.9,37.0,0.0,0.0,,,12.86
Pampilla,2025-08-09 09:00:00,6.8,8.0,5.6,38.1,0.0,0.0,,,13.12
Pampilla,2025-08-09 10:00:00,8.4,9.6,7.2,30.6,0.0,0.0,,,13.3
Pampilla,2025-08-09 11:00:00,10.5,11.7,9.3,22.4,0.0,0.0,,,13.37
Pampilla,2025-08-09 12:00:00,11.8,13.0,10.6,23.1,0.0,0.0,,,13.35
Pampilla,2025-08-09 13:00:00,12.6,13.8,11.4,15.5,0.0,0.0,,,13.4
Pampilla,2025-08-09 14:00:00,13.5,14.7,12.3,18.4,0.0,0.0,,,13.22
Pampilla,2025-08-09 15:00:00,13.7,14.9,12.5,13.6,0.0,0.0,,,13.09
Pampilla,2025-08-09 16:00:00,13.9,15.1,12.7,14.3,0.0,0.0,,,12.9
Pampilla,2025-08-09 17:00:00,12.7,13.9,11.5,20.3,0.0,0.0,,,12.61
Pampilla,2025-08-09 18:00:00,11.7,12.9,10.5,18.9,0.0,0.0,,,12.35
Pampilla,2025-08-09 19:00:00,10.4,11.6,9.2,22.8,0.0,0.0,,,12.41
Pampilla,2025-08-09 20:00:00,8.5,9.7,7.3,28.3,0.0,0.0,,,12.41
Pampilla,2025-08-09 21:00:00,6.2,7.4,5.0,33.9,0.0,0.0,,,12.41
Pampilla,2025-08-09 22:00:00,4.5,5.7,3.3,41.7,0.0,0.0,,,12.38
Pampilla,2025-08-09 23:00:00,2.6,3.8,1.4,42.8,0.0,0.0,,,12.4
Pampilla,2025-08-10 00:00:00,1.3,2.5,0.1,48.9,0.0,0.0,,,12.43
Pampilla,2025-08-10 01:00:00,0.4,1.6,-0.8,54.9,0.0,0.0,,,12.45
Pampilla,2025-08-10 02:00:00,-0.4,0.8,-1.6,52.4,0.0,0.0,,,12.35
Pampilla,2025-08-10 03:00:00,-0.4,0.8,-1.6,53.4,0.0,0.0,,,12.38
Pampilla,2025-08-10 04:00:00,-0.6,0.6,-1.8,50.5,0.0,0.0,,,12.42
Pampilla,2025-08-10 05:00:00,-0.2,1.0,-1.4,49.8,0.0,0.0,,,12.37
Pampilla,2025-08-10 06:00:00,1.6,2.8,0.4,52.4,0.0,0.0,,,12.42
Pampilla,2025-08-10 07:00:00,2.7,3.9,1.5,41.7,0.0,0.0,,,12.7
Pampilla,2025-08-10 08:00:00,4.9,6.1,3.7,38.3,0.0,0.0,,,12.95
Pampilla,2025-08-10 09:00:00,6.4,7.6,5.2,31.8,0.0,0.0,,,13.09
Pampilla,2025-08-10 10:00:00,8.8,10.0,7.6,29.3,0.0,0.0,,,13.25
Pampilla,2025-08-10 11:00:00,10.5,11.7,9.3,28.0,0.0,0.0,,,13.38
Pampilla,2025-08-10 12:00:00,11.8,13.0,10.6,17.2,0.0,0.0,,,13.37
Pampilla,2025-08-10 13:00:00,12.9,14.1,11.7,19.3,0.0,0.0,,,13.35
Pampilla,2025-08-10 14:00:00,14.1,15.3,12.9,17.6,0.0,0.0,,,13.23
Pampilla,2025-08-10 15:00:00,13.8,15.0,12.6,12.0,0.0,0.0,,,13.14
Pampilla,2025-08-10 16:00:00,13.4,14.6,12.2,16.9,0.0,0.0,,,12.94
Pampilla,2025-08-10 17:00:00,13.1,14.3,11.9,20.3,0.0,0.0,,,12.62
Pampilla,2025-08-10 18:00:00,12.1,13.3,10.9,23.7,0.0,0.0,,,12.37
Pampilla,2025-08-10 19:00:00,10.1,11.3,8.9,28.0,0.0,0.0,,,12.44
Pampilla,2025-08-10 20:00:00,8.0,9.2,6.8,29.9,0.0,0.0,,,12.41
Pampilla,2025-08-10 21:00:00,6.9,8.1,5.7,34.2,0.0,0.0,,,12.38
Pampilla,2025-08-10 22:00:00,4.7,5.9,3.5,37.8,0.0,0.0,,,12.43
Pampilla,2025-08-10 23:00:00,2.8,4.0,1.6,41.3,0.0,0.0,,,12.36
Pampilla,2025-08-11 00:00:00,1.0,2.2,-0.2,49.8,0.0,0.0,,,12.4
Pampilla,2025-08-11 01:00:00,0.5,1.7,-0.7,50.5,0.0,0.0,,,12.45
Pampilla,2025-08-11 02:00:00,-1.1,0.1,-2.3,55.7,0.0,0.0,,,12.42
Pampilla,2025-08-11 03:00:00,-0.5,0.7,-1.7,54.1,0.0,0.0,,,12.43
Pampilla,2025-08-11 04:00:00,-0.7,0.5,-1.9,51.8,0.0,0.0,,,12.4
Pampilla,2025-08-11 05:00:00,0.5,1.7,-0.7,50.0,0.0,0.0,,,12.45
Pampilla,2025-08-11 06:00:00,1.6,2.8,0.4,52.4,0.0,0.0,,,12.43
Pampilla,2025-08-11 07:00:00,2.7,3.9,1.5,47.7,0.0,0.0,,,12.68
Pampilla,2025-08-11 08:00:00,4.9,6.1,3.7,40.5,0.0,0.0,,,12.92
Pampilla,2025-08-11 09:00:00,6.6,7.8,5.4,35.2,0.0,0.0,,,13.08
Pampilla,2025-08-11 10:00:00,8.1,9.3,6.9,31.3,0.0,0.0,,,13.29
Pampilla,2025-08-11 11:00:00,10.8,12.0,9.6,21.4,0.0,0.0,,,13.35
Pampilla,2025-08-11 12:00:00,11.9,13.1,10.7,21.7,0.0,0.0,,,13.36
Pampilla,2025-08-11 13:00:00,13.1,14.3,11.9,20.4,0.0,0.0,,,13.32
Pampilla,2025-08-11 14:00:00,14.1,15.3,12.9,16.1,0.0,0.0,,,13.3
Pampilla,2025-08-11 15:00:00,14.2,15.4,13.0,18.7,0.0,0.0,,,13.09
Pampilla,2025-08-11 16:00:00,13.6,14.8,12.4,15.0,0.0,0.0,,,12.87
Pampilla,2025-08-11 17:00:00,12.9,14.1,11.7,18.3,0.0,0.0,,,12.67
Pampilla,2025-08-11 18:00:00,12.0,13.2,10.8,18.2,0.0,0.0,,,12.41
Pampilla,2025-08-11 19:00:00,9.9,11.1,8.7,27.6,0.0,0.0,,,12.4
Pampilla,2025-08-11 20:00:00,8.7,9.9,7.5,32.2,0.0,0.0,,,12.4
Pampilla,2025-08-11 21:00:00,6.8,8.0,5.6,34.1,0.0,0.0,,,12.4
Pampilla,2025-08-11 22:00:00,5.0,6.2,3.8,38.5,0.0,0.0,,,12.44
Pampilla,2025-08-11 23:00:00,2.4,3.6,1.2,41.5,0.0,0.0,,,12.43
Pampilla,2025-08-12 00:00:00,1.7,2.9,0.5,51.4,0.0,0.0,,,12.37
Pampilla,2025-08-12 01:00:00,0.1,1.3,-1.1,51.3,0.0,0.0,,,12.4
Pampilla,2025-08-12 02:00:00,-0.7,0.5,-1.9,57.2,0.0,0.0,,,12.38
Pampilla,2025-08-12 03:00:00,-1.3,-0.1,-2.5,58.6,0.0,0.0,,,12.44
Pampilla,2025-08-12 04:00:00,-0.4,0.8,-1.6,53.3,0.0,0.0,,,12.43
Pampilla,2025-08-12 05:00:00,0.4,1.6,-0.8,53.1,0.0,0.0,,,12.38
Pampilla,2025-08-12 06:00:00,1.4,2.6,0.2,46.5,0.0,0.0,,,12.38
Pampilla,2025-08-12 07:00:00,3.1,4.3,1.9,43.9,0.0,0.0,,,12.62
Pampilla,2025-08-12 08:00:00,4.4,5.6,3.2,36.5,0.0,0.0,,,12.93
Pampilla,2025-08-12 09:00:00,6.4,7.6,5.2,37.3,0.0,0.0,,,13.1
Pampilla,2025-08-12 10:00:00,9.1,10.3,7.9,27.0,0.0,0.0,,,13.28
Pampilla,2025-08-12 11:00:00,10.6,11.8,9.4,28.8,0.0,0.0,,,13.33
Pampilla,2025-08-12 12:00:00,11.6,12.8,10.4,21.8,0.0,0.0,,,13.39
Pampilla,2025-08-12 13:00:00,13.1,14.3,11.9,16.6,0.0,0.0,,,13.4
Pampilla,2025-08-12 14:00:00,13.5,14.7,12.3,17.8,0.0,0.0,,,13.3
