estacion_nombre,fecha,precipitacion_min,intensidad_min,nivel_inst_m,bateria_v
Salinas,2025-08-01 23:15:00,0.0,0.0,,12.29
Salinas,2025-08-01 23:20:00,0.0,0.0,,12.31
Salinas,2025-08-01 23:25:00,0.0,0.0,,12.29
Salinas,2025-08-01 23:30:00,0.0,0.0,,12.28
Salinas,2025-08-01 23:35:00,0.0,0.0,,12.28
Salinas,2025-08-01 23:40:00,0.0,0.0,,12.32
Salinas,2025-08-01 23:45:00,0.0,0.0,,12.28
Salinas,2025-08-01 23:50:00,0.0,0.0,,12.31
Salinas,2025-08-01 23:55:00,0.0,0.0,,12.32
Salinas,2025-08-02 00:00:00,0.0,0.0,,12.31
Salinas,2025-08-02 00:05:00,0.0,0.0,,12.31
Salinas,2025-08-02 00:10:00,0.0,0.0,,12.28
Salinas,2025-08-02 00:15:00,0.0,0.0,,12.31
Salinas,2025-08-02 00:20:00,0.0,0.0,,12.31
Salinas,2025-08-02 00:25:00,0.0,0.0,,12.31
Salinas,2025-08-02 00:30:00,0.0,0.0,,12.31
Salinas,2025-08-02 00:35:00,0.0,0.0,,12.29
Salinas,2025-08-02 00:40:00,0.0,0.0,,12.3
Salinas,2025-08-02 00:45:00,0.0,0.0,,12.29
Salinas,2025-08-02 00:50:00,0.0,0.0,,12.31
Salinas,2025-08-02 00:55:00,0.0,0.0,,12.3
Salinas,2025-08-02 01:00:00,0.0,0.0,,12.29
Salinas,2025-08-02 01:05:00,0.0,0.0,,12.28
Salinas,2025-08-02 01:10:00,0.0,0.0,,12.3
Salinas,2025-08-02 01:15:00,0.0,0.0,,12.3
Salinas,2025-08-02 01:20:00,0.0,0.0,,12.31
Salinas,2025-08-02 01:25:00,0.0,0.0,,12.3
Salinas,2025-08-02 01:30:00,0.0,0.0,,12.3
Salinas,2025-08-02 01:35:00,0.0,0.0,,12.3
Salinas,2025-08-02 01:40:00,0.0,0.0,,12.32
Salinas,2025-08-02 01:45:00,0.0,0.0,,12.29
Salinas,2025-08-02 01:50:00,0.0,0.0,,12.32
Salinas,2025-08-02 01:55:00,0.0,0.0,,12.31
Salinas,2025-08-02 02:00:00,0.0,0.0,,12.3
Salinas,2025-08-02 02:05:00,0.0,0.0,,12.29
Salinas,2025-08-02 02:10:00,0.0,0.0,,12.31
Salinas,2025-08-02 02:15:00,0.0,0.0,,12.3
Salinas,2025-08-02 02:20:00,0.0,0.0,,12.31
Salinas,2025-08-02 02:25:00,0.0,0.0,,12.29
Salinas,2025-08-02 02:30:00,0.0,0.0,,12.31
Salinas,2025-08-02 02:35:00,0.0,0.0,,12.29
Salinas,2025-08-02 02:40:00,0.0,0.0,,12.28
Salinas,2025-08-02 02:45:00,0.0,0.0,,12.32
Salinas,2025-08-02 02:50:00,0.0,0.0,,12.29
Salinas,2025-08-02 02:55:00,0.0,0.0,,12.3
Salinas,2025-08-02 03:00:00,0.0,0.0,,12.3
Salinas,2025-08-02 03:05:00,0.0,0.0,,12.31
Salinas,2025-08-02 03:10:00,0.0,0.0,,12.3
Salinas,2025-08-02 03:15:00,0.0,0.0,,12.29
Salinas,2025-08-02 03:20:00,0.0,0.0,,12.29
Salinas,2025-08-02 03:25:00,0.0,0.0,,12.29
Salinas,2025-08-02 03:30:00,0.0,0.0,,12.3
Salinas,2025-08-02 03:35:00,0.0,0.0,,12.3
Salinas,2025-08-02 03:40:00,0.0,0.0,,12.31
Salinas,2025-08-02 03:45:00,0.0,0.0,,12.29
Salinas,2025-08-02 03:50:00,0.0,0.0,,12.32
Salinas,2025-08-02 03:55:00,0.0,0.0,,12.31
Salinas,2025-08-02 04:00:00,0.0,0.0,,12.32
Salinas,2025-08-02 04:05:00,0.0,0.0,,12.29
Salinas,2025-08-02 04:10:00,0.0,0.0,,12.28
Salinas,2025-08-02 04:15:00,0.0,0.0,,12.3
Salinas,2025-08-02 04:20:00,0.0,0.0,,12.3
Salinas,2025-08-02 04:25:00,0.0,0.0,,12.32
Salinas,2025-08-02 04:30:00,0.0,0.0,,12.32
Salinas,2025-08-02 04:35:00,0.0,0.0,,12.3
Salinas,2025-08-02 04:40:00,0.0,0.0,,12.28
Salinas,2025-08-02 04:45:00,0.0,0.0,,12.28
Salinas,2025-08-02 04:50:00,0.0,0.0,,12.29
Salinas,2025-08-02 04:55:00,0.0,0.0,,12.32
Salinas,2025-08-02 05:00:00,0.0,0.0,,12.32
Salinas,2025-08-02 05:05:00,0.0,0.0,,12.31
Salinas,2025-08-02 05:10:00,0.0,0.0,,12.28
Salinas,2025-08-02 05:15:00,0.0,0.0,,12.3
Salinas,2025-08-02 05:20:00,0.0,0.0,,12.29
Salinas,2025-08-02 05:25:00,0.0,0.0,,12.3
Salinas,2025-08-02 05:30:00,0.0,0.0,,12.3
Salinas,2025-08-02 05:35:00,0.0,0.0,,12.32
Salinas,2025-08-02 05:40:00,0.0,0.0,,12.3
Salinas,2025-08-02 05:45:00,0.0,0.0,,12.3
Salinas,2025-08-02 05:50:00,0.0,0.0,,12.3
Salinas,2025-08-02 05:55:00,0.0,0.0,,12.3
Salinas,2025-08-02 06:00:00,0.0,0.0,,12.28
Salinas,2025-08-02 06:05:00,0.0,0.0,,12.3
Salinas,2025-08-02 06:10:00,0.0,0.0,,12.31
Salinas,2025-08-02 06:15:00,0.0,0.0,,12.31
Salinas,2025-08-02 06:20:00,0.0,0.0,,12.28
Salinas,2025-08-02 06:25:00,0.0,0.0,,12.3
Salinas,2025-08-02 06:30:00,0.0,0.0,,12.29
Salinas,2025-08-02 06:35:00,0.0,0.0,,12.29
Salinas,2025-08-02 06:40:00,0.0,0.0,,12.31
Salinas,2025-08-02 06:45:00,0.0,0.0,,12.32
Salinas,2025-08-02 06:50:00,0.0,0.0,,12.31
Salinas,2025-08-02 06:55:00,0.0,0.0,,12.3
Salinas,2025-08-02 07:00:00,0.0,0.0,,12.58
Salinas,2025-08-02 07:05:00,0.0,0.0,,12.6
Salinas,2025-08-02 07:10:00,0.0,0.0,,12.57
Salinas,2025-08-02 07:15:00,0.0,0.0,,12.6
Salinas,2025-08-02 07:20:00,0.0,0.0,,12.57
Salinas,2025-08-02 07:25:00,0.0,0.0,,12.59
Salinas,2025-08-02 07:30:00,0.0,0.0,,12.59
Salinas,2025-08-02 07:35:00,0.0,0.0,,12.58
Salinas,2025-08-02 07:40:00,0.0,0.0,,12.59
Salinas,2025-08-02 07:45:00,0.0,0.0,,12.58
Salinas,2025-08-02 07:50:00,0.0,0.0,,12.57
Salinas,2025-08-02 07:55:00,0.0,0.0,,12.57
Salinas,2025-08-02 08:00:00,0.0,0.0,,12.86
Salinas,2025-08-02 08:05:00,0.0,0.0,,12.87
Salinas,2025-08-02 08:10:00,0.0,0.0,,12.85
Salinas,2025-08-02 08:15:00,0.0,0.0,,12.86
Salinas,2025-08-02 08:20:00,0.0,0.0,,12.83
Salinas,2025-08-02 08:25:00,0.0,0.0,,12.83
Salinas,2025-08-02 08:30:00,0.0,0.0,,12.86
Salinas,2025-08-02 08:35:00,0.0,0.0,,12.83
Salinas,2025-08-02 08:40:00,0.0,0.0,,12.83
Salinas,2025-08-02 08:45:00,0.0,0.0,,12.83
Salinas,2025-08-02 08:50:00,0.0,0.0,,12.84
Salinas,2025-08-02 08:55:00,0.0,0.0,,12.87
Salinas,2025-08-02 09:00:00,0.0,0.0,,13.08
Salinas,2025-08-02 09:05:00,0.0,0.0,,13.09
Salinas,2025-08-02 09:10:00,0.0,0.0,,13.09
Salinas,2025-08-02 09:15:00,0.0,0.0,,13.07
Salinas,2025-08-02 09:20:00,0.0,0.0,,13.08
Salinas,2025-08-02 09:25:00,0.0,0.0,,13.09
Salinas,2025-08-02 09:30:00,0.0,0.0,,13.09
Salinas,2025-08-02 09:35:00,0.0,0.0,,13.09
Salinas,2025-08-02 09:40:00,0.0,0.0,,13.07
Salinas,2025-08-02 09:45:00,0.0,0.0,,13.09
Salinas,2025-08-02 09:50:00,0.0,0.0,,13.08
Salinas,2025-08-02 09:55:00,0.0,0.0,,13.09
Salinas,2025-08-02 10:00:00,0.0,0.0,,13.25
Salinas,2025-08-02 10:05:00,0.0,0.0,,13.25
Salinas,2025-08-02 10:10:00,0.0,0.0,,13.26
Salinas,2025-08-02 10:15:00,0.0,0.0,,13.26
Salinas,2025-08-02 10:20:00,0.0,0.0,,13.27
Salinas,2025-08-02 10:25:00,0.0,0.0,,13.25
Salinas,2025-08-02 10:30:00,0.0,0.0,,13.24
Salinas,2025-08-02 10:35:00,0.0,0.0,,13.25
Salinas,2025-08-02 10:40:00,0.0,0.0,,13.27
Salinas,2025-08-02 10:45:00,0.0,0.0,,13.25
Salinas,2025-08-02 10:50:00,0.0,0.0,,13.24
Salinas,2025-08-02 10:55:00,0.0,0.0,,13.25
Salinas,2025-08-02 11:00:00,0.0,0.0,,13.38
Salinas,2025-08-02 11:05:00,0.0,0.0,,13.37
Salinas,2025-08-02 11:10:00,0.0,0.0,,13.37
Salinas,2025-08-02 11:15:00,0.0,0.0,,13.36
Salinas,2025-08-02 11:20:00,0.0,0.0,,13.35
Salinas,2025-08-02 11:25:00,0.0,0.0,,13.35
Salinas,2025-08-02 11:30:00,0.0,0.0,,13.35
Salinas,2025-08-02 11:35:00,0.0,0.0,,13.36
Salinas,2025-08-02 11:40:00,0.0,0.0,,13.38
Salinas,2025-08-02 11:45:00,0.0,0.0,,13.36
Salinas,2025-08-02 11:50:00,0.0,0.0,,13.35
Salinas,2025-08-02 11:55:00,0.0,0.0,,13.36
Salinas,2025-08-02 12:00:00,0.0,0.0,,13.41
Salinas,2025-08-02 12:05:00,0.0,0.0,,13.4
Salinas,2025-08-02 12:10:00,0.0,0.0,,13.38
Salinas,2025-08-02 12:15:00,0.0,0.0,,13.42
Salinas,2025-08-02 12:20:00,0.0,0.0,,13.4
Salinas,2025-08-02 12:25:00,0.0,0.0,,13.39
Salinas,2025-08-02 12:30:00,0.0,0.0,,13.42
Salinas,2025-08-02 12:35:00,0.0,0.0,,13.41
Salinas,2025-08-02 12:40:00,0.0,0.0,,13.41
Salinas,2025-08-02 12:45:00,0.0,0.0,,13.41
Salinas,2025-08-02 12:50:00,0.0,0.0,,13.38
Salinas,2025-08-02 12:55:00,0.0,0.0,,13.41
Salinas,2025-08-02 13:00:00,0.0,0.0,,13.35
Salinas,2025-08-02 13:05:00,0.0,0.0,,13.38
Salinas,2025-08-02 13:10:00,0.0,0.0,,13.38
Salinas,2025-08-02 13:15:00,0.0,0.0,,13.35
